no,IP address,CVE ID,vulnerability title,vulnerability description,cvss score,cvss severity,solution,reference
87,10.10.10.224,CVE-2021-36025,Magento Commerce Customer Edition Improper Input Validation Could Lead To Remote Code Execution,"Magento Commerce versions 2.4.2 (and earlier), 2.4.2-p1 (and earlier) and 2.3.7 (and earlier) are affected by an improper input validation vulnerability while saving a customer's details with a spe...",9.1,CRITICAL,Update to latest version,https://helpx.adobe.com/security/products/magento/apsb21-64.html
88,10.10.10.170,CVE-2020-7760,Regular Expression Denial of Service (ReDoS),This affects the package codemirror before 5.58.2; the package org.apache.marmotta.webjars:codemirror before 5.58.2. The vulnerable regular expression is located in https://github.com/codemirror/Co...,5.3,MEDIUM,Update to latest version,https://snyk.io/vuln/SNYK-JS-CODEMIRROR-1016937
89,172.16.41.100,CVE-2024-12267,Drag and Drop Multiple File Upload – Contact Form 7 <= 1.3.8.5 - Limited Arbitrary File Deletion,The Drag and Drop Multiple File Upload – Contact Form 7 plugin for WordPress is vulnerable to limited arbitrary file deletion due to insufficient file path validation in the dnd_codedropz_upload_de...,5.3,MEDIUM,Update to latest version,https://www.wordfence.com/threat-intel/vulnerabilities/id/00ec7251-3be1-411a-b38e-1782d1691e18?source=cve
90,172.16.41.237,CVE-2017-4785,CVE-2017-4785,N/A,N/A,N/A,Update to latest version,
91,10.10.10.129,CVE-2025-3314,SourceCodester Apartment Visitor Management System forgotpw.php sql injection,A vulnerability has been found in SourceCodester Apartment Visitor Management System 1.0 and classified as critical. Affected by this vulnerability is an unknown functionality of the file /forgotpw...,7.3,HIGH,Update to latest version,https://vuldb.com/?id.303511
92,10.20.10.32,CVE-2024-9618,Master Addons <= 2.0.7.2 - Authenticated (Contributor+) Stored Cross-Site Scripting via Multiple Widgets,"The Master Addons – Elementor Addons with White Label, Free Widgets, Hover Effects, Conditions, & Animations plugin for WordPress is vulnerable to Stored Cross-Site Scripting via multiple widgets i...",6.4,MEDIUM,Update to latest version,https://www.wordfence.com/threat-intel/vulnerabilities/id/b8d399f3-5517-4c5d-b792-94eb8b0cc0f4?source=cve
93,10.10.10.134,CVE-2024-1597,pgjdbc SQL Injection via line comment generation,"pgjdbc, the PostgreSQL JDBC Driver, allows attacker to inject SQL if using PreferQueryMode=SIMPLE. Note this is not the default. In the default mode there is no vulnerability. A placeholder for a n...",10,CRITICAL,Don't use SimpleQuery mode,https://github.com/pgjdbc/pgjdbc/security/advisories/GHSA-24rp-q3w6-vc56
94,172.16.41.201,CVE-2024-5537,CVE-2024-5537,N/A,N/A,N/A,Update to latest version,
95,172.16.41.241,CVE-2007-3163,CVE-2007-3163,"Incomplete blacklist vulnerability in the filemanager in Frederico Caldeira Knabben FCKeditor 2.4.2 allows remote attackers to upload arbitrary .php files via an alternate data stream syntax, as de...",N/A,N/A,Update to latest version,https://exchange.xforce.ibmcloud.com/vulnerabilities/34982
96,10.10.10.226,CVE-2002-2120,CVE-2002-2120,Multiple buffer overflows in QNX RTOS 4.25 may allow attackers to execute arbitrary code via long filename arguments to (1) Watcom or (2) int10.,N/A,N/A,Update to latest version,http://www.securityfocus.com/bid/4906
97,10.10.10.110,CVE-2011-5293,CVE-2011-5293,The cmdSave method in the ThreeDify.ThreeDifyDesigner.1 ActiveX control in ActiveSolid.dll in ThreeDify Designer 5.0.2 allows remote attackers to write to arbitrary files via a pathname in the argu...,N/A,N/A,Update to latest version,https://www.htbridge.com/advisory/HTB23020
98,10.10.10.97,CVE-2021-36283,CVE-2021-36283,Dell BIOS contains an improper input validation vulnerability. A local authenticated malicious user may potentially exploit this vulnerability by using an SMI to gain arbitrary code execution in SM...,7.5,HIGH,Update to latest version,https://www.dell.com/support/kbdoc/000191495/
99,10.20.10.38,CVE-2024-9618,Master Addons <= 2.0.7.2 - Authenticated (Contributor+) Stored Cross-Site Scripting via Multiple Widgets,"The Master Addons – Elementor Addons with White Label, Free Widgets, Hover Effects, Conditions, & Animations plugin for WordPress is vulnerable to Stored Cross-Site Scripting via multiple widgets i...",6.4,MEDIUM,Update to latest version,https://www.wordfence.com/threat-intel/vulnerabilities/id/b8d399f3-5517-4c5d-b792-94eb8b0cc0f4?source=cve
100,172.16.41.125,CVE-2002-0678,CVE-2002-0678,CDE ToolTalk database server (ttdbserver) allows local users to overwrite arbitrary files via a symlink attack on the transaction log file used by the _TT_TRANSACTION RPC procedure.,N/A,N/A,Update to latest version,ftp://ftp.caldera.com/pub/updates/OpenUNIX/CSSA-2002-SCO.28/CSSA-2002-SCO.28.txt
101,10.20.10.242,CVE-2012-0241,CVE-2012-0241,Advantech/BroadWin WebAccess before 7.0 allows remote attackers to cause a denial of service (memory corruption) via a modified stream identifier to a function.,N/A,N/A,Update to latest version,https://exchange.xforce.ibmcloud.com/vulnerabilities/73281
102,172.16.41.24,CVE-2022-3526,Linux Kernel skb macvlan.c macvlan_handle_frame memory leak,A vulnerability classified as problematic was found in Linux Kernel. This vulnerability affects the function macvlan_handle_frame of the file drivers/net/macvlan.c of the component skb. The manipul...,5.3,MEDIUM,Update to latest version,https://git.kernel.org/pub/scm/linux/kernel/git/pabeni/net-next.git/commit/?id=e16b859872b87650bb55b12cca5a5fcdc49c1442
103,172.16.41.67,CVE-2008-1319,CVE-2008-1319,"Untrusted search path and argument injection vulnerability in the VersantD service in Versant Object Database 7.0.1.3 and earlier, as used in Borland CaliberRM and probably other products, allows r...",N/A,N/A,Update to latest version,http://marc.info/?l=bugtraq&m=120468784112145&w=2
104,10.10.10.224,CVE-2024-2206,SSRF Vulnerability in gradio-app/gradio,An SSRF vulnerability exists in the gradio-app/gradio due to insufficient validation of user-supplied URLs in the `/proxy` route. Attackers can exploit this vulnerability by manipulating the `self....,N/A,N/A,Update to latest version,https://huntr.com/bounties/2286c1ed-b889-45d6-adda-7014ea06d98e
105,172.16.41.12,CVE-2024-9068,OneElements – Best Elementor Addons <= 1.3.7 - Authenticated (Author+) Stored Cross-Site Scripting via SVG File Upload,"The OneElements – Best Elementor Addons plugin for WordPress is vulnerable to Stored Cross-Site Scripting via SVG File uploads in all versions up to, and including, 1.3.7 due to insufficient input ...",6.4,MEDIUM,Update to latest version,https://www.wordfence.com/threat-intel/vulnerabilities/id/3f83a514-2b42-4348-9525-438205daeeab?source=cve
106,172.16.41.195,CVE-2010-1871,CVE-2010-1871,"JBoss Seam 2 (jboss-seam2), as used in JBoss Enterprise Application Platform 4.3.0 for Red Hat Linux, does not properly sanitize inputs for JBoss Expression Language (EL) expressions, which allows ...",N/A,N/A,Update to latest version,http://www.securityfocus.com/bid/41994
107,10.10.10.190,CVE-2001-1098,CVE-2001-1098,"Cisco PIX firewall manager (PFM) 4.3(2)g logs the enable password in plaintext in the pfm.log file, which could allow local users to obtain the password by reading the file.",N/A,N/A,Update to latest version,https://exchange.xforce.ibmcloud.com/vulnerabilities/7265
108,10.10.10.153,CVE-2025-0923,IBM Cognos Analytics information disclosure,"IBM Cognos Analytics 11.2.0, 11.2.1, 11.2.2, 11.2.3, 11.2.4, 12.0.0, 12.0.1, 12.0.2, 12.0.3, and 12.0.4 stores source code on the web server that could aid in further attacks against the system.",5.3,MEDIUM,Update to latest version,https://www.ibm.com/support/pages/node/7234674
109,10.20.10.66,CVE-2011-0894,CVE-2011-0894,Unspecified vulnerability in HP Operations 9.10 on UNIX platforms allows remote authenticated users to bypass intended access restrictions via unknown vectors.,N/A,N/A,Update to latest version,http://securityreason.com/securityalert/8174
110,10.10.10.211,CVE-2014-5798,CVE-2014-5798,"The smart.calculator (aka nh.smart.calculator) application 2 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain se...",N/A,N/A,Update to latest version,http://www.kb.cert.org/vuls/id/100961
111,10.10.10.139,CVE-2019-11277,Volume Services is vulnerable to an LDAP injection attack,"Cloud Foundry NFS Volume Service, 1.7.x versions prior to 1.7.11 and 2.x versions prior to 2.3.0, is vulnerable to LDAP injection. A remote authenticated malicious space developer can potentially i...",N/A,N/A,Update to latest version,https://www.cloudfoundry.org/blog/cve-2019-11277
112,10.20.10.84,CVE-2020-9050,Metasys Reporting Engine (MRE) Web Services - Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),Path Traversal vulnerability exists in Metasys Reporting Engine (MRE) Web Services which could allow a remote unauthenticated attacker to access and download arbitrary files from the system.,7.5,HIGH,Update to latest version,https://www.johnsoncontrols.com/cyber-solutions/security-advisories
113,10.20.10.25,CVE-2022-21441,CVE-2022-21441,"Vulnerability in the Oracle WebLogic Server product of Oracle Fusion Middleware (component: Core). Supported versions that are affected are 12.2.1.3.0, 12.2.1.4.0 and 14.1.1.0.0. Easily exploitable...",7.5,HIGH,Update to latest version,https://www.oracle.com/security-alerts/cpuapr2022.html
114,10.10.10.236,CVE-2024-27011,netfilter: nf_tables: fix memleak in map from abort path,"In the Linux kernel, the following vulnerability has been resolved:

netfilter: nf_tables: fix memleak in map from abort path

The delete set command does not rely on the transaction object for
ele...",N/A,N/A,Update to latest version,https://git.kernel.org/stable/c/a1bd2a38a1c6388fc8556816dc203c3e9dc52237
115,10.20.10.166,CVE-2024-49421,CVE-2024-49421,"Path traversal in Quick Share Agent prior to version 3.5.14.47 in Android 12, 3.5.19.41 in Android 13, and 3.5.19.42 in Android 14 allows adjacent attackers to write file in arbitrary location.",4.3,MEDIUM,Update to latest version,https://security.samsungmobile.com/serviceWeb.smsb?year=2024&month=12
116,172.16.41.18,CVE-2024-13366,Sandbox <= 0.4 - Reflected Cross-Site Scripting,"The Sandbox plugin for WordPress is vulnerable to Reflected Cross-Site Scripting via the 'debug' parameter in all versions up to, and including, 0.4 due to insufficient input sanitization and outpu...",6.1,MEDIUM,Update to latest version,https://www.wordfence.com/threat-intel/vulnerabilities/id/3fc752bb-3f1d-4106-9df1-361564905a55?source=cve
117,172.16.41.144,CVE-2019-8030,CVE-2019-8030,"Adobe Acrobat and Reader versions 2019.012.20035 and earlier, 2019.012.20035 and earlier, 2017.011.30142 and earlier, 2017.011.30143 and earlier, 2015.006.30497 and earlier, and 2015.006.30498 and ...",N/A,N/A,Update to latest version,https://helpx.adobe.com/security/products/acrobat/apsb19-41.html
118,10.20.10.67,CVE-2020-0151,CVE-2020-0151,In avb_vbmeta_image_verify of avb_vbmeta_image.c there is a possible out of bounds read due to a missing bounds check. This could lead to a local information disclosure with System execution privil...,N/A,N/A,Update to latest version,https://source.android.com/security/bulletin/pixel/2020-06-01
119,172.16.41.161,CVE-2023-45025,"QTS, QuTS hero, QuTScloud","An OS command injection vulnerability has been reported to affect several QNAP operating system versions. If exploited, the vulnerability could allow users to execute commands via a network.

We ha...",9,CRITICAL,Update to latest version,https://www.qnap.com/en/security-advisory/qsa-23-47
120,10.20.10.78,CVE-2006-1264,CVE-2006-1264,Cross-site scripting (XSS) vulnerability in xhawk.net discussion 2.0 beta2 allows remote attackers to inject arbitrary web script or HTML via a Javascript URI in a BBCode img tag.,N/A,N/A,Update to latest version,http://www.securityfocus.com/bid/17119
121,10.20.10.34,CVE-2022-31321,CVE-2022-31321,"The foldername parameter in Bolt 5.1.7 was discovered to have incorrect input validation, allowing attackers to perform directory enumeration or cause a Denial of Service (DoS) via a crafted input.",N/A,N/A,Update to latest version,http://bolt.com
122,10.10.10.56,CVE-2024-4312,Soccer Engine – Soccer Plugin for WordPress <= 1.12 - Cross-Site Request Forgery,"The Soccer Engine – Soccer Plugin for WordPress plugin for WordPress is vulnerable to Cross-Site Request Forgery in all versions up to, and including, 1.12. This is due to missing or incorrect nonc...",4.3,MEDIUM,Update to latest version,https://www.wordfence.com/threat-intel/vulnerabilities/id/57e84624-98ab-495b-b985-908302527b3a?source=cve
123,172.16.41.165,CVE-2010-4012,CVE-2010-4012,"Race condition in Apple iOS 4.0 through 4.1 for iPhone 3G and later allows physically proximate attackers to bypass the passcode lock by making a call from the Emergency Call screen, then quickly p...",N/A,N/A,Update to latest version,http://support.apple.com/kb/HT4456
124,10.10.10.211,CVE-2023-31147,Insufficient randomness in generation of DNS query IDs in c-ares,"c-ares is an asynchronous resolver library. When /dev/urandom or RtlGenRandom() are unavailable, c-ares uses rand() to generate random numbers used for DNS query ids. This is not a CSPRNG, and it i...",5.9,MEDIUM,Update to latest version,https://github.com/c-ares/c-ares/security/advisories/GHSA-8r8p-23f3-64c2
125,172.16.41.40,CVE-2010-4759,CVE-2010-4759,"Open Ticket Request System (OTRS) before 3.0.0-beta7 does not properly restrict the ticket ages that are within the scope of a search, which allows remote authenticated users to cause a denial of s...",N/A,N/A,Update to latest version,http://bugs.otrs.org/show_bug.cgi?id=1639
126,172.16.41.52,CVE-2024-13366,Sandbox <= 0.4 - Reflected Cross-Site Scripting,"The Sandbox plugin for WordPress is vulnerable to Reflected Cross-Site Scripting via the 'debug' parameter in all versions up to, and including, 0.4 due to insufficient input sanitization and outpu...",6.1,MEDIUM,Update to latest version,https://www.wordfence.com/threat-intel/vulnerabilities/id/3fc752bb-3f1d-4106-9df1-361564905a55?source=cve
127,10.10.10.146,CVE-2007-4739,CVE-2007-4739,"reprepro 1.3.0 through 2.2.3 does not properly verify signatures when updating repositories, which allows remote attackers to construct and distribute an ostensibly valid Release.gpg file by signin...",N/A,N/A,Update to latest version,http://www.debian.org/security/2007/dsa-1394
128,172.16.41.241,CVE-2022-35049,CVE-2022-35049,OTFCC commit 617837b was discovered to contain a heap buffer overflow via /release-x64/otfccdump+0x6b03b5.,N/A,N/A,Update to latest version,https://drive.google.com/file/d/1h9mF80-Q13S3ZDZGLEM7hBIzCPwNDWhm/view?usp=sharing
